"","Mthin","wthin"
"1",4524,6.52923990771447
"2",4706,5.69752055151411
"3",4516,6.63729859062777
"4",4545,6.37739032551924
"5",4596,6.288424062211
"6",4522,6.67159356599499
"7",4517,6.41454023512325
"8",4565,6.23147656004925
"9",4692,5.47403674273625
"10",4781,5.12026748312346
"11",4651,5.56786221935932
"12",4654,5.73173791389329
"13",4604,6.04119388096348
"14",4603,6.13216936565907
"15",4551,6.45669688495359
"16",4626,5.73282801257187
"17",4449,7.03635077118227
"18",4581,6.58304217139197
"19",4572,6.12488729254739
"20",4630,5.85951068980093
"21",4590,5.8152771202001
"22",4647,5.76442902022637
"23",4522,6.55445781830222
"24",4592,6.36819888002084
"25",4546,6.52805221039711
"26",4644,6.04418150039491
"27",4490,7.31832321262203
"28",4409,7.46994019512514
"29",4505,7.11431615827467
"30",4481,6.67962078147881
"31",4469,7.28126663305556
"32",4693,6.14118342311557
"33",4552,6.71076786327773
"34",4476,7.77963231814559
"35",4436,8.08008336902427
"36",4484,7.01568095782059
"37",4538,6.76159621389351
"38",4510,7.31616449005056
"39",4698,5.78782734995692
"40",4618,5.96946654962091
"41",4442,7.76598847722226
"42",4726,5.81947228310395
"43",4591,5.9478001969591
"44",4651,5.98953971295694
"45",4441,7.94709744918619
"46",4563,6.5282677076249
"47",4661,6.01574304689226
"48",4728,5.82061922287436
"49",4595,6.36210328171794
"50",4564,6.5371583028976
"51",4584,6.33173514484536
"52",4484,7.36411707846513
"53",4492,7.27175431707927
"54",4420,7.86836030108653
"55",4476,7.24224237812088
"56",4508,7.24254190751685
"57",4539,6.55528221473966
"58",4720,5.12385753440096
"59",4866,4.63631556440736
"60",4641,5.85800056527622
"61",4685,5.88491883495087
"62",4763,5.18266720521668
"63",4642,6.24917062473813
"64",4723,5.34532851194232
"65",4759,5.31784411475729
"66",4692,5.85261052901719
"67",4484,7.04996550876386
"68",4513,7.16945994236077
"69",4542,6.40217813695382
"70",4485,7.02749136990135
"71",4533,6.4343751415106
"72",4396,7.49041701349783
"73",4481,7.45835974756637
"74",4701,6.03428789136023
"75",4613,6.31316701998906
"76",4507,7.03531017864626
"77",4557,6.74101933498443
"78",4515,7.20966817889443
"79",4443,7.23125205916273
"80",4478,7.01744326407977
"81",4484,7.73983096285842
"82",4599,6.26135180667023
"83",4683,5.92320957648207
"84",4516,6.87506537331872
"85",4595,5.68286586984662
"86",4541,6.99314083156708
"87",4676,5.48226552269218
"88",4731,5.8205423418303
"89",4804,5.3705334831479
"90",4935,4.24387368340909
"91",4956,4.19528044162226
"92",4914,4.83567513456897
"93",4748,5.40144582096196
"94",4705,5.63741307360406
"95",4759,5.38016306202406
"96",4459,7.1688894895495
"97",4606,6.57439706227665
"98",4528,6.54005738685833
"99",4541,6.21804617990471
"100",4622,5.90648904206233
"101",4621,6.18649274345821
"102",4628,5.9079294127314
"103",4781,4.94614751444898
"104",4770,5.56632476104696
"105",4790,5.13453818632334
"106",4614,6.03232843842458
"107",4676,5.79435618597823
"108",4653,6.17529136686071
"109",4466,7.08332999498432
"110",4506,7.00990618382614
"111",4704,5.63963471095815
"112",4660,6.05829541020129
"113",4629,6.0472783030869
"114",4494,6.64055205938363
"115",4498,7.1433003119982
"116",4582,6.80764771744618
"117",4608,6.2121215003831
"118",4735,5.57901383456866
"119",4557,6.55077947832867
"120",4540,7.12544543045616
"121",4574,6.68177623071719
"122",4478,6.8506838478203
"123",4584,6.44786802268248
"124",4556,6.71724380498488
"125",4558,6.59243987526409
"126",4600,6.3148141785135
"127",4661,5.65662011954914
"128",4759,5.22554308257622
"129",4737,5.62681598039443
"130",4569,6.45067297803492
"131",4524,6.65287153907354
"132",4590,5.98889029522918
"133",4555,6.65797536519239
"134",4467,6.93200947971665
"135",4488,6.63890925884246
"136",4483,7.10099258309589
"137",4673,5.92268353850556
"138",4728,5.2565473002297
"139",4667,6.12876833030324
"140",4516,7.07933300307497
"141",4542,6.64011105568516
"142",4421,7.98471651693131
"143",4488,7.16989801651168
"144",4537,6.28483146856695
"145",4559,6.61785252653017
"146",4641,6.17805147262335
"147",4533,6.52297344187846
"148",4632,6.65977050659234
"149",4587,6.25697656890821
"150",4585,6.24493799759698
"151",4626,6.47957736020064
"152",4545,6.65440220388645
"153",4624,5.5544844012567
"154",4742,5.3618579647785
"155",4491,6.67117086973058
"156",4543,6.83809874670525
"157",4684,6.07019385944754
"158",4433,7.77044292902464
"159",4470,7.585436196493
"160",4398,7.88667153970658
"161",4460,7.83436871738181
"162",4538,7.04379238475889
