"","Mthin","Nthin"
"355",2656,7300
"356",2894,7516
"357",2806,7415
"358",2955,7372
"359",2784,7463
"360",2628,7373
"361",2680,7396
"362",2509,7207
"363",2343,7403
"364",3066,7372
"365",2868,7338
"366",2924,7410
"367",2798,7348
"368",2609,7350
"369",2996,7485
"370",2375,7392
"371",2635,7367
"372",2528,7461
"373",2456,7279
"374",2764,7332
"375",2758,7238
"376",2588,7280
"377",2674,7314
"378",2323,7386
"379",2780,7409
"380",2854,7408
"381",2414,7343
"382",2628,7219
"383",2714,7416
"384",2488,7399
"385",2269,7432
"386",2482,7396
"387",2637,7058
"388",2804,7369
"389",2530,7413
"390",2849,7363
"391",2897,7300
"392",2651,7338
"393",2551,7415
"394",2543,7375
"395",3128,7400
"396",2746,7323
"397",2916,7397
"398",3013,7362
"399",2597,7436
"400",2762,7442
"401",2753,7209
"402",2717,7400
"403",2740,7295
"404",2472,7501
"405",2852,7492
"406",2886,7471
"407",3061,7357
"408",2526,7437
"409",3085,7409
"410",2816,7177
"411",2637,7531
"412",2819,7483
"413",3384,7349
"414",2793,7418
"415",2714,7421
"416",2502,7223
"417",2915,7440
"418",2887,7362
"419",2966,7298
"420",2833,7349
"421",2669,7439
"422",2760,7411
"423",2674,7306
"424",2923,7223
"425",2782,7475
"426",2645,7207
"427",2537,7288
"428",2679,7367
"429",2861,7200
"430",2591,7505
"431",2665,7487
"432",3083,7435
"433",2878,7478
"434",2605,7390
"435",2451,7336
"436",2855,7282
"437",2875,7385
"438",2901,7453
"439",2552,7364
"440",2935,7395
"441",2497,7277
"442",2309,7383
"443",2559,7379
"444",2852,7457
"445",3243,7505
"446",2723,7326
"447",2428,7443
"448",2661,7351
"449",2369,7236
"450",2985,7576
"451",3273,7423
"452",3042,7317
"453",3023,7415
"454",2830,7455
"455",2563,7356
"456",2508,7593
"457",2612,7358
"458",2577,7291
"459",2762,7401
"460",2840,7288
"461",2620,7312
"462",2892,7436
"463",2564,7469
"464",2910,7375
"465",2620,7320
"466",2651,7355
"467",2632,7337
"468",2873,7322
"469",3131,7400
"470",2978,7366
"471",2510,7390
"472",2473,7454
"473",2814,7411
"474",2578,7237
"475",2806,7307
"476",2904,7354
"477",2763,7384
"478",2570,7363
"479",2565,7223
"480",2421,7383
"481",2818,7315
"482",3089,7342
"483",2693,7398
"484",2960,7275
"485",2911,7319
"486",2814,7516
"487",2347,7337
"488",2465,7366
"489",2604,7268
"490",2601,7456
"491",2934,7337
"492",2581,7577
"493",2444,7382
"494",2396,7355
"495",2995,7386
"496",2572,7227
"497",2571,7353
"498",2852,7563
"499",3066,7124
"500",2805,7331
"501",2576,7338
