"","Mthin","wthin"
"1",2522,1.49186563962239
"2",2553,1.23415327772246
"3",2504,1.90049269348288
"4",2496,1.88164729937243
"5",2488,2.11813674723283
"6",2564,1.33774267835881
"7",2546,1.61596527256215
"8",2530,1.51787277825744
"9",2546,1.29050452261968
"10",2552,1.33138782103956
"11",2510,1.59824314052894
"12",2508,1.74045054122792
"13",2549,1.30389568571934
"14",2584,1.12587588830374
"15",2537,1.61608049237079
"16",2533,1.73191310909619
"17",2486,1.72227108671278
"18",2499,1.71498127703962
"19",2513,1.60501694507578
"20",2517,1.65107135333601
"21",2456,2.33587510699155
"22",2508,1.49655652701773
"23",2565,1.38761242049687
"24",2554,1.39773106074073
"25",2523,1.60761875778355
"26",2547,1.37707044954277
"27",2531,1.51925303015651
"28",2528,1.61643263255504
"29",2539,1.49612653769008
"30",2552,1.30945076844977
"31",2585,1.15457119533828
"32",2570,1.28403036747017
"33",2519,1.66590439251554
"34",2495,1.80628260678281
"35",2539,1.38196690325909
"36",2553,1.46343382666528
"37",2539,1.71050171022956
"38",2580,1.28448425629094
"39",2476,2.27064616327478
"40",2486,1.91212527438425
"41",2550,1.50056699876906
"42",2547,1.60192422886516
"43",2539,1.28287054228672
"44",2594,1.09318424500211
"45",2513,1.7014628116953
"46",2524,1.72880551927317
"47",2531,1.63385299476633
"48",2535,1.34250808812526
"49",2518,1.6705808600683
"50",2536,1.66457462784741
"51",2516,1.6525732437289
"52",2517,1.61920776026437
"53",2577,1.40003191629664
"54",2574,1.12761406888147
"55",2534,1.40431516716341
"56",2486,1.64833837481615
"57",2522,1.46658745775839
"58",2502,1.72278824384554
"59",2509,1.63752892990865
"60",2489,1.85319930304068
"61",2515,1.65922561912424
"62",2532,1.46879018122322
"63",2558,1.34232674689775
"64",2542,1.52335747039875
"65",2553,1.34616781529342
"66",2561,1.216254696163
"67",2517,1.66450349199702
"68",2514,1.72709426165202
"69",2501,1.6605812574873
"70",2520,1.40919355528014
"71",2514,1.5685784310272
"72",2547,1.33035712192501
"73",2544,1.45508006220183
"74",2538,1.51413624211184
"75",2508,1.62433736858614
"76",2527,1.39792807137162
"77",2517,1.91336327149084
"78",2507,1.57368518713489
"79",2529,1.3322729941824
"80",2512,1.63371857520835
"81",2529,1.36962936595272
"82",2528,1.80383590149783
"83",2521,1.85219070543556
"84",2557,1.39628036879823
"85",2605,0.964553428664819
"86",2555,1.23321734812149
"87",2560,1.41978295933392
"88",2540,1.51084694804936
"89",2588,1.19787666908226
"90",2507,1.77348278148323
"91",2482,1.68164120492666
"92",2498,1.76477626504061
"93",2499,1.69414741870701
"94",2504,1.85318482969047
"95",2508,1.72744452617236
"96",2541,1.49608893266617
"97",2516,1.6472505836884
"98",2549,1.40339825637789
"99",2560,1.33812962768894
"100",2542,1.4073883310215
"101",2588,1.11967520571038
"102",2560,1.34738182592438
"103",2530,1.60310541277019
"104",2557,1.37896671024636
"105",2532,1.33512002210075
"106",2580,1.25557513707126
"107",2609,1.10128956954791
"108",2536,1.40238797503972
"109",2553,1.37030031977704
"110",2535,1.35308469351965
"111",2555,1.48140091277995
"112",2550,1.33990365656725
"113",2545,1.46325950581716
"114",2546,1.34684002930453
"115",2488,1.84545725262993
"116",2513,1.61985640971332
"117",2500,2.12118863035872
"118",2561,1.42103400809272
"119",2493,1.69208855646119
"120",2520,1.63242613026194
"121",2507,1.61308338580057
"122",2474,1.69208986973038
"123",2572,1.29557899811673
"124",2604,1.05847479836853
"125",2551,1.36160047358577
"126",2498,1.87840117826517
"127",2545,1.42918649715149
"128",2617,1.07282958843381
"129",2584,1.14610074208729
"130",2558,1.38240902267746
"131",2554,1.28648760703376
"132",2508,1.88539898592139
"133",2505,1.67047903715434
"134",2536,1.5563800986645
"135",2543,1.55172119666985
"136",2569,1.24804850424145
"137",2536,1.25898460458775
"138",2537,1.42769361905786
"139",2564,1.25076545644039
"140",2525,1.48241093613452
"141",2516,1.56684677817708
"142",2544,1.37498380901518
"143",2628,1.03582991465886
"144",2543,1.37906138118902
"145",2526,1.51127317085574
"146",2525,1.63061521975404
"147",2549,1.37931900932234
"148",2491,1.80288392009562
"149",2496,1.5893811063305
"150",2501,1.64656520619919
"151",2541,1.3204503317073
"152",2554,1.36777879305258
"153",2544,1.4348130710288
"154",2485,1.69462469410095
"155",2563,1.45563936241326
"156",2551,1.34838242683116
"157",2491,1.77512654475983
"158",2505,1.53983975538025
"159",2531,1.48480995208397
"160",2510,1.71985609793611
"161",2555,1.17002715090946
"162",2584,1.2001640594342
"163",2539,1.45929598628602
"164",2543,1.44280532731968
"165",2466,2.17823589213098
"166",2464,1.92388371721462
"167",2483,1.92125558738611
"168",2512,1.81007546439135
"169",2494,1.89748905940127
"170",2596,1.18566562943952
"171",2521,1.64175922881828
"172",2529,1.62048391054856
"173",2535,1.51622245448813
"174",2532,1.52720355984172
"175",2515,1.52620258915295
"176",2545,1.42140532790655
"177",2545,1.29202820972332
"178",2525,1.65691227521692
"179",2519,1.68360744131746
"180",2554,1.32797560023165
"181",2525,1.57117693743286
"182",2574,1.23783047047676
"183",2520,1.59918491902751
"184",2569,1.2783373508674
