"","Mthin","Nthin"
"389",956,2336
"390",809,2466
"391",1016,2550
"392",810,2491
"393",773,2595
"394",918,2536
"395",870,2414
"396",1085,2424
"397",789,2422
"398",1040,2508
"399",899,2494
"400",959,2483
"401",998,2547
"402",825,2409
"403",1050,2457
"404",925,2412
"405",771,2492
"406",917,2487
"407",839,2452
"408",673,2405
"409",1186,2482
"410",929,2480
"411",885,2538
"412",911,2570
"413",1172,2439
"414",872,2415
"415",910,2478
"416",807,2482
"417",832,2487
"418",1061,2486
"419",744,2432
"420",957,2542
"421",1012,2517
"422",1001,2471
"423",960,2478
"424",1010,2458
"425",715,2500
"426",846,2479
"427",768,2554
"428",989,2477
"429",927,2438
"430",950,2467
"431",712,2575
"432",812,2471
"433",981,2503
"434",765,2434
"435",663,2450
"436",807,2474
"437",751,2531
"438",877,2436
"439",902,2473
"440",881,2471
"441",764,2420
"442",678,2525
"443",1011,2490
"444",832,2509
"445",827,2458
"446",790,2430
"447",814,2504
"448",709,2430
"449",896,2398
"450",1063,2480
"451",1038,2541
"452",651,2444
"453",956,2489
"454",781,2476
"455",722,2513
"456",1076,2547
"457",892,2506
"458",1021,2540
"459",1056,2414
"460",770,2485
"461",982,2494
"462",814,2418
"463",909,2357
"464",878,2530
"465",855,2467
"466",795,2540
"467",788,2505
"468",892,2459
"469",837,2470
"470",487,2404
"471",1040,2449
"472",856,2487
"473",942,2418
"474",1017,2514
"475",821,2391
"476",926,2507
"477",1076,2544
"478",942,2553
"479",762,2529
"480",881,2484
"481",1028,2445
"482",1075,2460
"483",927,2493
"484",1027,2587
"485",932,2447
"486",895,2561
"487",790,2457
"488",644,2474
"489",872,2417
"490",883,2526
"491",1034,2458
"492",905,2597
"493",854,2484
"494",837,2468
"495",864,2486
"496",755,2393
"497",1014,2467
"498",901,2589
"499",981,2334
"500",884,2454
"501",798,2458
