"","Mthin","Nthin","wthin"
"1",1942.80949389931,3643,0.187031135000943
"2",1946.09144795563,3548,0.130457754618152
"3",1925.99583645682,3709,0.231126973817948
"4",1936.51331081447,3593,0.182652637619423
"5",1983.39875965099,3744,0.23973984437921
"6",1902.58895976729,3698,0.340240864731456
"7",1864.2691338446,3667,0.29071378739546
"8",1932.7947319459,3678,0.231129723259155
"9",1925.92881528107,3684,0.258625292825985
"10",1898.53851287929,3662,0.250980623976129
"11",1983.59857028144,3786,0.277214954765214
"12",1947.70898855535,3740,0.256468875244235
"13",1947.55822913493,3743,0.303209360008897
"14",1927.91769007502,3713,0.299569812968372
"15",1907.8648090645,3681,0.251481539428784
"16",1976.50322895731,3789,0.282864970668411
"17",1903.46215001072,3704,0.299789935047451
"18",1900.64790096884,3691,0.280541553448141
"19",1936.83961824153,3755,0.299604055204146
"20",1920.95142726788,3688,0.266165627493735
"21",1948.52067280866,3788,0.346952514861496
"22",1917.85148147875,3782,0.325784397570425
"23",1856.95011373083,3672,0.286324141999457
"24",1922.11889291083,3663,0.2436870393835
"25",1930.83957041825,3681,0.244545481828771
"26",1948.89266714911,3696,0.270049562012823
"27",1933.04004270414,3689,0.266105994883873
"28",1998.82868592292,3775,0.250713975892561
"29",1956.54815266884,3723,0.245316045958472
"30",1961.56846380819,3720,0.248890744602016
"31",1921.19383349443,3667,0.260305730242621
"32",1912.34883619077,3630,0.200122133220947
"33",1986.18228007528,3702,0.1974282001837
"34",1962.72829969122,3679,0.216922651098397
"35",1944.48789334979,3736,0.274841739206091
"36",1940.06639527022,3698,0.251680103334834
"37",1945.4394430227,3639,0.183908107197796
"38",1890.97691771936,3691,0.286670637168336
"39",1917.91568038507,3715,0.2642824785912
"40",1940.5539868444,3662,0.219279945272897
"41",1941.4143405954,3777,0.3614632590081
"42",1874.97616521691,3791,0.339354823260351
"43",1888.6775150216,3751,0.359616128541412
"44",1910.77512737374,3814,0.375500460923597
"45",1924.1802079697,3755,0.314910432940419
"46",1961.61301318077,3698,0.216515347229259
"47",1961.70125700168,3829,0.36071263753968
"48",1930.27639684141,3753,0.270676772932603
"49",1972.19852744448,3775,0.310181968026438
"50",1937.60920522619,3730,0.273306680805431
"51",1901.67483800889,3733,0.303903949927307
"52",1988.00029610483,3740,0.254390783602134
"53",1943.74854481487,3697,0.253228047086679
"54",1898.76167526904,3728,0.295875929702399
"55",1970.29512337028,3677,0.212671929425885
"56",1902.96109576793,3715,0.295932289019017
"57",1878.26328009661,3638,0.262630145048399
"58",1940.74010387294,3727,0.281889160955271
"59",1973.96928129551,3655,0.161688685668536
"60",1969.93827020349,3769,0.299690928258689
"61",1962.6496397279,3640,0.165077970694788
"62",1917.24342440348,3752,0.309167805655618
"63",1925.69907903773,3725,0.278453794814082
"64",1967.32662046389,3764,0.272681229437223
"65",1918.10420036614,3760,0.327157790777179
"66",1958.0528591795,3724,0.250920374689229
"67",1934.77388254995,3628,0.208827841502434
"68",1960.7530164117,3753,0.254177571094399
"69",1911.8141127472,3693,0.273299556169009
"70",1910.06005379126,3693,0.282471420726112
"71",1904.87452826795,3679,0.252435174504577
"72",1920.78593008812,3732,0.302609148223212
"73",1921.48119008033,3776,0.374746200594986
"74",1932.80208408896,3807,0.316173592866723
"75",1944.16297153296,3725,0.295985436277513
"76",1935.31534839787,3720,0.253050494958819
"77",1899.43866622044,3716,0.318263139505922
"78",1935.36130244281,3677,0.253644409074942
"79",1906.43022996508,3640,0.260760894980039
"80",1934.2447315333,3751,0.30798806015063
"81",1910.24112727504,3693,0.285113731335816
"82",1908.26156350681,3736,0.331429900961305
"83",1951.76620267875,3767,0.3067391718137
"84",1916.063734718,3693,0.277544585250341
"85",1879.11341805674,3730,0.330035020569689
"86",1953.2063566383,3749,0.272701627007114
"87",1940.0284039702,3757,0.281092243619928
"88",1913.99205196073,3686,0.262539947291433
"89",1914.97540826443,3685,0.242061278080447
"90",1907.82640535767,3574,0.18580207903345
"91",1908.80616099827,3646,0.230230822667725
"92",1975.03086493622,3637,0.155688730813846
"93",1999.85003404329,3676,0.167382453096653
"94",1998.18908175098,3633,0.155827466861929
"95",1965.38616376772,3656,0.179284018532789
"96",1938.88566064235,3706,0.253961169076365
"97",1944.51319825973,3699,0.23991158543398
"98",1958.1196524713,3651,0.195946382455508
"99",2006.5654615019,3773,0.235908837738726
"100",1964.78665718038,3717,0.23165665046167
"101",1937.48586476558,3642,0.214829617045387
"102",1933.37827257695,3662,0.230279101320919
"103",1954.68320193667,3676,0.211917514353763
"104",1985.82779843372,3653,0.156103531038777
"105",1935.60511508806,3626,0.189282092333756
"106",1909.65623454907,3729,0.336287153684665
"107",1901.2992035261,3659,0.28303232977513
"108",1953.36782206308,3842,0.319690953234385
"109",1890.82540560145,3784,0.376176332106343
"110",1898.0238645964,3701,0.288938589086537
"111",1871.03258273033,3779,0.368568774525235
"112",1932.13665814189,3802,0.386622445346048
"113",1951.56039850829,3716,0.240726574974729
"114",1941.24253094896,3626,0.199193035471758
"115",1944.58981850038,3719,0.225942403253772
"116",1928.27417575148,3681,0.276438571308086
"117",1957.59067255991,3611,0.18148076743099
"118",1988.06998983055,3664,0.166149485387044
"119",1912.3653239221,3662,0.27164858710295
"120",1952.4942425747,3709,0.263775391346513
"121",1941.35605181292,3690,0.263861014174629
"122",1909.59248323107,3673,0.318565764022518
"123",1913.5218332354,3610,0.223670857919542
"124",1943.00038883039,3641,0.192756639737272
"125",1914.130688012,3665,0.234516643228432
"126",1971.28671682679,3719,0.248301687243486
"127",1951.65879730188,3767,0.285890936047251
"128",1911.48960881097,3710,0.273345653614562
"129",1930.84939272177,3751,0.309789090890876
"130",1907.29261168284,3703,0.353513441615647
"131",1938.8569102276,3690,0.241445185633753
"132",1955.25171594536,3725,0.256551902689916
"133",1953.63745797669,3808,0.298203793645652
"134",1934.08657545578,3718,0.279354754838646
"135",1920.33308835433,3752,0.306101230767563
"136",1929.05804007781,3730,0.305324433561798
"137",1956.95828197315,3784,0.30454281457972
"138",1912.91494218711,3736,0.323858173377779
"139",1870.75123413309,3699,0.342196132168228
"140",1883.778938282,3691,0.289725254054033
"141",1915.62321595015,3849,0.431895450204306
"142",1925.31373812965,3872,0.395783054072607
"143",1866.39792854906,3672,0.320663398796427
"144",1888.10495858852,3730,0.360734082284503
"145",1936.07676030656,3719,0.289519168201335
"146",1907.17278073498,3751,0.316624640846958
"147",1955.76233324888,3644,0.182283902238794
"148",1962.87973807884,3660,0.185248253655515
"149",1960.96786118658,3570,0.136149157182131
"150",1908.03437819446,3607,0.16442205487024
"151",1923.42514655997,3656,0.254231524651807
"152",1944.10915463324,3748,0.276786099877357
"153",1992.08942038884,3718,0.196876205234942
"154",1912.44717283922,3651,0.233820599817374
"155",1904.72819516129,3670,0.255344404640531
"156",1949.91895706394,3637,0.198591578276835
"157",1907.76724308254,3714,0.29361477992805
"158",1919.50543889508,3815,0.362180036133361
"159",1942.33595831521,3735,0.261146256689529
"160",1867.84235615732,3663,0.280415284494214
"161",1893.94580895779,3639,0.254646263880002
"162",1926.99269548226,3724,0.253497143323598
"163",1926.03446212645,3759,0.294942887198603
"164",1922.13740208351,3687,0.283160409808212
"165",2016.70708320465,3746,0.198594751463286
"166",1917.61513608377,3738,0.293502722154811
"167",1931.67662463607,3673,0.253473739017779
"168",1952.86884949138,3724,0.265567125770367
"169",1941.90874304201,3788,0.322958559162256
"170",1909.3698520678,3723,0.312602022408817
"171",1890.63085190156,3702,0.312810928252778
"172",1970.85696605715,3722,0.200536109116548
"173",1979.12425724156,3676,0.18597016616114
"174",1961.54818108608,3669,0.203987030424654
"175",1906.29500038944,3651,0.249603251124863
"176",1963.12477719073,3661,0.200039288253273
"177",1994.47677138461,3769,0.255726530223166
"178",1973.0057973967,3747,0.220676189795783
"179",1945.03887713075,3805,0.305293994071287
"180",1900.95579443947,3689,0.274931758651899
"181",1966.07403479219,3649,0.21103666325875
"182",1920.65228936794,3687,0.266258714020558
"183",1951.60548999197,3813,0.304573480006938
"184",1974.8797834298,3740,0.265044247116555
"185",1945.88449874396,3743,0.27077663962943
"186",1918.14168916697,3710,0.236179824799438
"187",1921.75762151384,3829,0.387900137354492
"188",1991.54425092035,3661,0.188967101949224
"189",1983.28260777843,3682,0.20931936454419
"190",1928.43099518662,3664,0.24363701953865
"191",1966.15515304245,3741,0.256543104288488
"192",1960.39867647033,3693,0.245916609752947
"193",1921.71790900573,3657,0.279323624171944
"194",1949.91550549389,3590,0.15109832922999
"195",1990.64127902662,3699,0.200215687974248
"196",1971.78666148104,3672,0.197102821122265
"197",1951.86550200035,3631,0.202059454772084
"198",1926.27868215928,3616,0.211069960293377
"199",1948.15094601208,3743,0.275246539988642
"200",1903.05089463749,3717,0.283851785516109
"201",1906.64076180167,3722,0.320317014066227
"202",1918.25059971031,3726,0.311495915959084
"203",1941.6944356968,3803,0.369469060030843
"204",1936.26345157103,3730,0.279512651717363
"205",1907.94024689004,3730,0.308659251244223
"206",1933.63905512585,3699,0.252974156889082
"207",1966.16886039325,3640,0.156534975540926
"208",1944.23524842793,3682,0.206232330438171
"209",1937.55683209249,3606,0.179700679663234
"210",1908.06847683825,3717,0.287515320158848
"211",1888.96049168973,3722,0.325191595248873
"212",1947.07420447592,3684,0.256336746732968
