"","Mthin","Nthin"
"355",1792,9036
"356",1672,9052
"357",1778,9180
"358",1597,9135
"359",1794,9140
"360",1593,9111
"361",1593,9100
"362",1814,9095
"363",1593,9068
"364",1673,9088
"365",1833,9152
"366",1518,9061
"367",1605,9094
"368",1561,9037
"369",1714,9131
"370",1498,9015
"371",1671,9225
"372",1674,9181
"373",1770,9061
"374",1535,8962
"375",1583,8993
"376",1981,9154
"377",1816,9089
"378",1487,9228
"379",1959,9055
"380",1887,9108
"381",1686,9176
"382",1476,9085
"383",1732,8908
"384",1619,9096
"385",1783,9129
"386",1682,9196
"387",1709,9202
"388",1505,9089
"389",1460,9135
"390",1784,9195
"391",1253,9102
"392",1496,9158
"393",1702,9150
"394",1658,9188
"395",1924,9119
"396",2146,9114
"397",1986,9309
"398",1591,9339
"399",1717,9243
"400",1561,9025
"401",1772,9067
"402",1598,9239
"403",1451,8971
"404",1391,9133
"405",1660,9175
"406",1837,9135
"407",1565,9116
"408",1852,9204
"409",1783,9236
"410",2038,9256
"411",2288,9185
"412",2337,9052
"413",1545,9056
"414",1894,9197
"415",1664,9178
"416",1750,9081
"417",2171,9217
"418",1462,9057
"419",1937,9136
"420",2178,9203
"421",2036,9147
"422",1802,8965
"423",1692,9102
"424",2054,9198
"425",1363,9104
"426",1605,9150
"427",1693,9123
"428",1528,9091
"429",1851,9165
"430",1631,9045
"431",1491,9022
"432",1600,9085
"433",1433,9189
"434",1360,9231
"435",1680,9162
"436",1650,9049
"437",1676,9163
"438",1750,9016
"439",1564,9260
"440",1823,9182
"441",1762,9133
"442",1627,9057
"443",1736,9108
"444",1686,9026
"445",2172,9273
"446",1716,9177
"447",1446,9217
"448",1528,9138
"449",1959,8929
"450",1535,9176
"451",1899,9056
"452",1495,9283
"453",1607,9003
"454",1882,9106
"455",2082,9188
"456",1364,9114
"457",1785,9151
"458",1785,9234
"459",1571,9035
"460",1655,9132
"461",1608,9090
"462",1645,9231
"463",1645,8969
"464",1632,8870
"465",1784,9133
"466",1659,9116
"467",1445,8942
"468",1686,9041
"469",1625,9197
"470",1410,9163
"471",1613,9153
"472",1744,8999
"473",1413,9009
"474",1951,9004
"475",1666,9209
"476",1599,9031
"477",1380,9014
"478",1589,9056
"479",1824,9224
"480",1596,9028
"481",1500,9158
"482",1699,8952
"483",1793,9041
"484",1881,9032
"485",2040,9212
"486",1621,9041
"487",1596,9227
"488",1696,8783
"489",1648,9033
"490",1595,9123
"491",1656,9182
"492",1635,9118
"493",1437,8946
"494",1429,8981
"495",1497,9371
"496",1658,9010
"497",1952,9109
"498",1533,9250
"499",1544,9180
"500",1864,9179
"501",1221,9141
