"","Mthin","wthin"
"1",673,1.93839606928037
"2",712,1.25517415898717
"3",708,1.23974433660356
"4",705,1.65273032285055
"5",704,1.5758327453962
"6",727,1.12280716090935
"7",734,1.20334838067123
"8",718,1.09065023662058
"9",702,1.15233249000896
"10",712,1.29144266158039
"11",752,1.05995608639887
"12",740,0.983029584189663
"13",704,1.21230763954348
"14",743,0.977947390734421
"15",710,1.2068047499414
"16",696,1.42414929930309
"17",707,1.20578113002503
"18",713,0.807198548239112
"19",719,1.15350961627211
"20",740,1.06290049078432
"21",723,0.991010494405587
"22",736,0.979918337038295
"23",718,1.17507861587388
"24",732,1.15856263806013
"25",738,0.808042375115308
"26",757,0.722234232960703
"27",746,0.72314066822873
"28",730,1.03134592205549
"29",721,1.08230983870363
"30",723,1.10342649571509
"31",712,1.33155669281348
"32",762,0.762931698761895
"33",731,1.30179886920456
"34",696,1.71314037651238
"35",687,2.02589793890324
"36",673,1.98499984363443
"37",691,2.0446779416337
"38",698,1.61291368903947
"39",698,1.11996801890572
"40",749,0.956909275322327
"41",725,1.03470820957785
"42",771,0.856865406968853
"43",693,1.61749546078356
"44",702,1.68231798415306
"45",684,2.17228155574432
"46",702,1.80521098466033
"47",728,0.920845061280911
"48",742,1.04016826097184
"49",711,1.65868879953604
"50",735,0.841422176415908
"51",748,0.707560408989263
"52",702,1.66270069058407
"53",688,1.77820629823397
"54",699,1.54902820910558
"55",698,1.47127652267099
"56",724,1.26245728934829
"57",709,1.51371905151682
"58",728,0.931741407337908
"59",754,0.855586248568804
"60",724,1.09263811255891
"61",732,0.950604465452918
"62",769,0.77736416751137
"63",740,0.928309559881367
"64",723,0.990014029706602
"65",747,0.906782325894712
"66",673,1.97421759864226
"67",708,1.40831640416388
"68",721,1.31995313878435
"69",710,1.23083190727212
"70",706,1.33778036954695
"71",705,1.40652302682488
"72",669,1.74539409463528
"73",723,1.57952402484842
"74",759,0.685741742484196
"75",795,0.496833420370803
"76",719,1.22749951465438
"77",733,1.2222580757269
"78",751,0.713007844747165
"79",703,1.69022953959146
"80",741,1.17071320977602
