"","Mthin","Nthin"
"398",581,2333
"399",666,2399
"400",663,2480
"401",619,2437
"402",704,2383
"403",541,2326
"404",634,2475
"405",677,2463
"406",672,2430
"407",485,2385
"408",740,2522
"409",799,2435
"410",492,2470
"411",705,2521
"412",923,2367
"413",765,2449
"414",737,2477
"415",665,2411
"416",579,2429
"417",732,2397
"418",593,2422
"419",660,2395
"420",808,2323
"421",630,2363
"422",489,2400
"423",658,2410
"424",846,2410
"425",655,2459
"426",651,2427
"427",655,2471
"428",536,2405
"429",764,2363
"430",520,2372
"431",410,2501
"432",780,2413
"433",726,2478
"434",543,2408
"435",875,2416
"436",837,2387
"437",662,2447
"438",610,2367
"439",763,2365
"440",692,2362
"441",669,2365
"442",717,2397
"443",646,2431
"444",880,2458
"445",503,2482
"446",712,2339
"447",625,2488
"448",576,2394
"449",756,2477
"450",842,2364
"451",742,2419
"452",667,2371
"453",581,2434
"454",584,2400
"455",570,2431
"456",690,2465
"457",526,2443
"458",688,2405
"459",822,2383
"460",598,2404
"461",941,2458
"462",623,2449
"463",795,2380
"464",617,2369
"465",611,2340
"466",604,2419
"467",556,2385
"468",720,2402
"469",631,2408
"470",768,2391
"471",676,2545
"472",722,2413
"473",803,2409
"474",753,2397
"475",692,2386
"476",759,2325
"477",549,2375
"478",660,2414
"479",700,2379
"480",648,2411
"481",959,2407
"482",1074,2469
"483",586,2417
"484",953,2491
"485",701,2461
"486",919,2437
"487",700,2387
"488",759,2446
"489",757,2364
"490",784,2336
"491",642,2466
"492",575,2422
"493",681,2351
"494",516,2495
"495",643,2402
"496",720,2410
"497",641,2446
"498",668,2345
"499",649,2426
"500",468,2413
"501",526,2404
