"","Mthin","wthin"
"1",655,4.84604684029051
"2",705,2.96895125104199
"3",695,3.31388840728716
"4",693,4.22128578440243
"5",702,3.94083052287118
"6",702,4.14281551915026
"7",700,3.07373912173777
"8",684,3.18382427659404
"9",703,2.7251151473102
"10",694,3.41619521951169
"11",733,2.73593640392839
"12",689,4.04857387233015
"13",675,3.41271641469378
"14",718,3.12992451985082
"15",672,3.81326546142474
"16",713,2.89977957534297
"17",673,4.44443997903019
"18",687,3.17286054449767
"19",729,2.92100454927621
"20",727,2.69282105440026
"21",714,2.84175987299218
"22",719,2.93844207989332
"23",676,3.98390398726058
"24",707,3.1806222243437
"25",716,2.98803493787917
"26",712,3.2283454094611
"27",684,3.77220234443363
"28",699,2.80597010760533
"29",698,3.86648101198605
"30",717,3.24256188729876
"31",693,3.89249478580296
"32",731,2.84542373507476
"33",709,3.27061850782519
"34",695,4.04456000225832
"35",698,3.3114674869976
"36",696,3.09966689480737
"37",703,3.83988064125158
"38",660,5.37712083143402
"39",682,4.66053879665217
"40",692,3.79869015970876
"41",696,3.2756197838083
"42",720,3.35810111577222
"43",714,2.94265856737562
"44",688,3.84140139600573
"45",660,4.97223690267966
"46",700,3.97572778088827
"47",719,2.83935909747547
"48",701,3.03723873832238
"49",719,3.32677785804784
"50",707,3.2204451994557
"51",708,2.41754614071712
"52",678,4.74552417488301
"53",668,4.27021330945336
"54",692,3.48015143617482
"55",697,3.45717287346083
"56",691,4.02599285109763
"57",685,4.32068015959845
"58",715,2.82622111510284
"59",732,2.48624799251762
"60",717,2.60636155300949
"61",719,3.0330535746943
"62",712,3.19664991845544
"63",702,3.14170341912261
"64",720,2.58195628920367
"65",689,3.81170643062178
"66",672,3.48444819126319
"67",721,3.20112214500524
"68",687,3.78021014143224
"69",694,3.20201745502039
"70",680,3.6284015358714
"71",690,3.57587721035879
"72",685,2.86672425593098
"73",705,3.37014445544079
"74",722,3.45131492018502
"75",717,3.08807460986484
"76",695,3.62685139213516
"77",729,2.91860935685582
"78",738,2.03105506468455
"79",689,3.22135914133089
"80",714,2.88411371120939
"81",701,3.73574559034513
"82",730,2.63493061595848
"83",711,3.01092417226128
"84",698,4.03914898442519
"85",714,2.72119930533094
"86",733,3.24147064520768
"87",688,3.72473344364869
"88",699,3.51787782482372
"89",706,3.65731704063077
"90",734,2.35850168021105
"91",720,2.78332047467437
"92",719,2.77313392192605
