"","Mthin","wthin"
"1",336,7.24376691809412
"2",348,5.35927409662894
"3",394,3.53024533700792
"4",380,3.36066192236774
"5",357,5.26524996367355
"6",353,4.98972434957589
"7",383,4.41378244147174
"8",351,6.03909314175731
"9",335,6.322693897611
"10",349,5.70595017940414
"11",343,5.23955709514221
"12",363,4.57174252740518
"13",341,5.97109222723926
"14",361,4.53530784929819
"15",380,3.88373400566338
"16",377,3.94716318781418
"17",366,4.15297879892445
"18",331,7.28161604323453
"19",352,5.4344614309241
"20",369,3.99315629812991
"21",352,7.19196594034223
"22",331,6.55545085380372
"23",372,4.23356065005133
"24",356,4.32092980581832
"25",381,4.12079469448697
"26",363,5.29736733600272
"27",380,4.0720000436123
"28",366,3.7287275392442
"29",339,5.21439665512387
"30",376,3.57686823323916
"31",367,4.72494667685491
"32",332,7.93871703238135
"33",329,6.8716735894583
"34",361,5.26148177392121
"35",373,5.46754160513116
"36",351,4.95420428353665
"37",373,3.76552201163248
"38",369,3.48549541924434
"39",356,3.8315499119243
"40",346,5.28340314427293
"41",367,5.29448857403041
"42",402,2.74644955561535
"43",386,3.72692053971127
"44",392,3.33259752565924
"45",357,5.52119770696544
"46",352,5.0916110871853
"47",372,3.54182829110654
"48",353,5.85218285022585
"49",385,3.38450513218355
"50",341,5.05219272020117
"51",368,3.86371720662353
"52",386,3.70739228783804
"53",346,6.58062185792121
"54",369,3.60943785154356
"55",350,5.61039443629253
"56",347,5.78503522571035
"57",357,5.21395687810033
"58",357,5.63748635618337
"59",371,2.9573972754304
"60",376,4.8915124505851
"61",352,5.75335684501677
"62",351,4.78819207049465
"63",338,6.47750864999255
"64",367,3.57743072479716
"65",351,4.5949573678391
"66",357,5.75852738118756
"67",352,5.87328984760132
"68",394,3.92724840245273
"69",348,4.78354183692139
"70",384,3.84770756035288
"71",344,5.85549868241499
"72",358,4.91878269352696
"73",344,5.18986864940679
"74",365,3.90692671744439
"75",355,4.83783607061303
"76",363,4.95668993780965
"77",377,5.0132826000808
"78",345,5.95402407600329
"79",369,5.37088569756537
"80",355,4.94152729654755
"81",345,4.22222457416931
"82",363,3.71098143702193
"83",355,4.52521986582121
"84",377,3.16624384931074
"85",358,3.78186415096496
"86",375,5.09102812663694
"87",357,5.57091665412435
"88",348,5.67332524447535
"89",368,4.797944201333
"90",345,6.3811919679
"91",372,4.02223168048397
"92",359,5.1026769276213
"93",345,4.67780038691528
"94",342,4.71523293840191
"95",356,5.56483771151675
"96",372,4.53272312202033
"97",339,7.03237712323711
"98",369,4.6621292969467
"99",364,5.10123151687879
"100",339,5.96033647609101
"101",385,2.80687646185249
"102",377,4.69034983448688
"103",355,5.84296619642565
"104",382,3.81610702172798
"105",346,4.830741543752
"106",360,5.88555746693284
"107",332,6.56135566633261
"108",343,5.97510428608216
"109",411,2.69632636816434
"110",419,3.32534499137416
"111",374,4.34068655607104
"112",378,3.43061428794038
"113",356,5.02231264591605
"114",379,3.78568605203628
"115",359,4.79167235485853
"116",340,7.16802350176588
"117",349,4.44812823145649
"118",367,5.12290546150723
"119",363,5.61763086967937
"120",355,4.58249920601171
"121",335,7.71805444196781
"122",350,5.6473820269626
"123",356,6.4379843734627
"124",344,5.37036347102124
"125",356,5.79073820119565
"126",393,3.42951015984688
"127",365,4.00692030181196
"128",349,6.62721693096038
"129",347,4.87680768978845
"130",334,6.41319709005725
"131",348,6.25382513373306
"132",365,4.82506133466552
"133",370,4.96633162471085
"134",349,5.52448001854329
"135",369,4.20072960570204
"136",374,4.48073703736432
"137",353,6.31721544780313
"138",348,6.49620855702618
"139",346,6.76941021969373
"140",361,4.31638151240598
"141",358,6.40849027355908
"142",322,7.45187488212159
"143",334,6.09860719293799
"144",369,3.21708233964732
"145",386,3.62220536694409
"146",370,5.01075759894078
"147",385,2.79060687792458
"148",360,4.62091999983275
"149",346,5.97349999818328
"150",359,5.09526229474806
"151",369,4.86789790646037
"152",344,6.50074885305095
"153",335,8.01097330441633
"154",331,7.88526007643931
"155",372,4.06371138694108
"156",358,4.94288986067964
"157",327,9.0736092476461
"158",374,3.41650082146778
"159",344,5.06943826709768
"160",340,7.55502812644381
"161",336,7.56064571503835
"162",335,6.6674344679196
"163",369,4.20430116649868
"164",343,6.55390858214077
"165",324,9.71082758817624
"166",342,7.86214225269666
"167",393,2.93724653108419
