"","Mthin","Nthin","wthin"
"1",512.601141501705,1174,0.807548731884589
"2",505.549248106737,1229,1.22765493960992
"3",511.30791605695,1159,0.913851725896297
"4",526.067314529982,1253,1.0549090837054
"5",514.61951822726,1225,1.06661313193918
"6",495.18470655051,1229,1.31677500814987
"7",535.763055382276,1238,0.80376731201285
"8",501.658856306211,1203,1.15539732487776
"9",520.799506434994,1243,1.15052717586227
"10",503.712317743341,1157,0.765713147595931
"11",540.212131575366,1111,0.388173544425229
"12",514.112817527896,1210,1.07846586205273
"13",564.22517139703,1221,0.545506007968414
"14",564.22517139703,1209,0.596091662467611
"15",559.009137152224,1230,0.574114042020455
"16",542.489358858803,1175,0.684432915746854
"17",557.68158707683,1199,0.559019380053843
"18",533.388225684147,1224,0.95516593250026
"19",530.992908486088,1192,0.817082195106531
"20",534.209680258618,1195,0.765022598825972
"21",555.963169680572,1239,0.696436064345801
"22",522.987721671557,1222,1.07523543680229
"23",511.883448562697,1214,1.25380180990423
"24",505.466439604468,1193,1.20259414114902
"25",507.118458725707,1218,1.18959016667864
"26",507.124644725957,1184,0.719593227956595
"27",505.94127784138,1191,0.766654963721491
"28",535.024539951896,1175,0.706213044441451
"29",512.144279225508,1171,0.863253323945982
"30",490.369024897942,1236,1.46128526598677
"31",516.287572280396,1188,0.9782577245379
"32",517.902057094605,1127,0.786083901523151
"33",506.15128900011,1214,1.21928077706574
"34",471.833799334271,1208,1.6164311733507
"35",499.534399088405,1203,1.25770931279384
"36",519.285641224427,1168,0.641423817069206
"37",552.002312124907,1162,0.490376089257539
"38",564.279646616159,1177,0.46159946663483
"39",541.561650389012,1207,0.852899381658576
"40",522.329790760091,1252,1.34799203449319
"41",515.681253838689,1176,0.974218927672746
"42",531.172225346137,1235,1.17214581855381
"43",521.000833570622,1214,1.07898606643345
"44",503.929342263731,1155,0.829010483190338
"45",562.359549091639,1130,0.320438519361747
"46",562.359549091639,1176,0.372654753434661
"47",518.807914178899,1276,1.18298315897593
"48",463.67166486582,1204,1.70753783861367
"49",446.271354500047,1242,2.41199502890547
"50",472.417119631308,1240,1.68650732997753
"51",500.416325535431,1169,0.73169522459942
"52",526.765541765291,1229,1.06380381028527
"53",500.136043061511,1280,1.49747920226002
"54",500.101270049223,1224,1.34984483926481
"55",513.547796119165,1195,0.957822181322303
"56",539.516576855646,1189,0.76261740687369
"57",556.351279038607,1261,0.863248957206791
"58",516.026960656069,1123,0.502869869539181
"59",559.816597266667,1177,0.400994750123403
"60",544.998881605605,1126,0.395204067852971
"61",574.692050638147,1164,0.415112287321829
"62",520.252272508136,1229,1.04912498960204
"63",476.105625035963,1101,1.09804778881796
"64",507.802386216214,1148,0.819551812303956
"65",535.474728706565,1220,0.817717601742014
"66",536.639534484707,1213,0.891259418517475
"67",518.742848266693,1169,0.864002762683339
"68",498.388343310389,1214,1.51529029027852
"69",502.673458098626,1238,1.42433863859737
"70",550.813074830542,1251,0.735085470475307
"71",520.055542763273,1165,0.944594614536156
"72",574.994095202765,1233,0.56983354565791
"73",564.685512244115,1217,0.575863694695737
"74",547.04656981697,1212,0.914651739069224
"75",527.611155162413,1228,0.932753996215889
"76",546.3276378683,1180,0.599618387902393
"77",504.291171385693,1159,1.00673773410213
"78",516.376543716479,1174,0.781097340030284
"79",536.155181858377,1180,0.816220250778059
"80",472.937101742537,1194,1.64797069614497
"81",534.449556282395,1207,0.816744734629851
"82",471.764705270839,1177,1.51940489672485
"83",536.471470738412,1199,0.714334339487958
"84",548.348419039755,1202,0.537401098168236
"85",578.236173247679,1257,0.555989937490158
"86",537.671229011025,1170,0.600461072635494
"87",542.408756384179,1208,0.793239699659638
"88",513.551237720554,1255,1.27313335359589
"89",534.561445752019,1251,0.942820758366513
"90",523.278699117733,1169,0.788049530335631
"91",544.652314762064,1199,0.599946259161683
"92",526.224546926733,1247,1.0899273720996
"93",508.704158159529,1199,0.884810097432218
"94",515.69685150323,1166,0.888717211569842
"95",501.154429889777,1219,1.10240857881243
"96",531.197278419889,1244,0.97459078094576
"97",500.593917133443,1193,1.11199964423854
"98",510.310785587896,1145,0.716093298915716
"99",554.309847912747,1198,0.615863018748265
"100",555.011651747869,1178,0.480756233127349
"101",558.665222808671,1149,0.391158018737338
